id,user_id,friend_id
1,dff6f67f-6de5-4a0a-85cc-47b7c0d76cf3,07a9ecf4-e76a-46a7-8901-56f2cf142cdc
2,19c210f8-693d-4824-a9e2-7d9c6494b0a0,325a00b8-db7e-49e1-9a40-caf503cf99c5
3,5a5631d5-fdd6-461c-9f06-72de9fb76062,6ddbd57a-cb18-4c1a-9dd7-1569c51621f8
4,79714cee-9768-4721-999a-0444b7db6705,1a855f68-9edd-4523-87ee-beeb27a7274c
5,93dd8a29-5472-46fe-8fd8-28c4ffb4ea51,32e38ea8-4052-49ba-afd9-cc22db17178a
6,4b77501c-2666-4309-aa65-ee462cc3bd78,694a97cc-63a0-433f-b292-2aefa7626ab1
7,60fd3679-d5aa-4eee-992d-8d7e4470225c,07994ce7-b267-4599-b0b5-018b6b97c45f
8,9585e0a3-36f3-490f-a000-f659cded8129,f3d6caad-3cd8-46f7-827e-1e75a726ba84
9,6529aa6e-cbc6-47ac-b3ca-0ba3361014ed,50656b98-fd8a-4000-97ee-696674a5122d
10,c92e5f2f-9242-48a7-b09c-5396d61df282,4d3470b7-2cf7-4eb8-9b97-ba353cf0ee57
11,88ef4e7a-aa44-43cf-8541-ac2b3c1c4a9f,1a33617b-4553-492d-8a01-4523ff167865
12,a1926b15-a021-4f1b-b078-415f8478a72d,fadee73b-c351-4ae4-8255-f15ed4c57618
13,e609d028-3fea-4751-8979-f0544cc77fe1,75f3adb4-38a9-4fc2-b750-b2aeef88dd44
14,9607ce45-4a79-46e7-82e6-1341a6cd2d5b,9fed6a02-2459-42f4-917f-1431d0557ed4
15,7062ba65-fe49-44f8-a2a4-aff3a4aa5b7c,d1c4e153-5fa1-47db-bc3d-59caa6e0bb95
16,abcfdbc1-001b-4b0d-8896-30567cabf657,5aad92c4-0c78-4e72-9442-1d139e7bb2ef
17,6cbf9e1f-84b6-4131-9ede-e1ca2e7c79ae,760652f0-02f9-47f2-bf88-629aee854b65
18,ba87251e-cd81-4d7a-b952-feea2598d29d,09f6523a-7c6d-4d7d-8900-1cbc97620bf3
19,f72afdd6-41b4-4483-ada9-1808badd0f55,6041bd2b-3f6a-47bb-8c05-98bf9b5df37e
20,89e01e3c-82d6-4567-8afe-58774303f886,7fd62ac2-157c-4122-a1a2-0833cee5e539
21,37086bef-6a56-473b-9153-9f9014836a67,6ae95a81-bf79-4692-8746-11b797d0a810
22,97047b8b-edfc-4dd3-b37f-9b0e153ba500,ddcb1235-52e7-47a9-bdca-e5f00db7d3af
23,8c91c030-0af5-4b13-8ca5-138e2e525a1e,29656420-4df1-42f5-aebc-5be82aba71f4
24,00a83612-65b4-4bb6-b847-6dbe68b654c5,a4638079-da36-4b06-a87b-e1df64823971
25,c058f017-5bda-4a22-9ab0-d315e1944603,c8371ec0-fd3c-4f66-9adc-bfe0586f3af5
26,05486355-c0fe-464c-818e-655080d2ab13,d39a5144-da9a-4a35-a5bb-a568134d3e97
27,707acf68-b245-4c4b-a77b-48ef78314094,112818be-b7fc-468f-aa8b-33c58f029337
28,34979221-7c74-4424-b9fc-8c606e1786c2,0b8d3343-4ae3-4fd7-a7e9-b5e93b9188d3
29,69332a9c-2e56-4402-94f8-7903fc6b87e8,89ca688b-2775-4c0f-9e7e-d8182463f35a
30,51965dc5-1cda-4e4a-a45c-1a2e1f4b02d9,e609d028-3fea-4751-8979-f0544cc77fe1
31,e0866d57-da1c-437b-9463-4f9a9194a1e0,604401d8-8e5f-460d-a673-5bef0982c8a0
32,c7c63035-2c15-4f14-8345-3ad2cbe4c317,11c5ac42-c6af-43ac-b0e8-68d56b8391f7
33,2cadaee7-ec00-4e71-aa30-3ed5be1e45eb,71eb5390-7ade-4a71-90d7-5b28c1e15a98
34,682793ae-af28-4058-a10a-8533d136d881,07f25b93-cba6-4326-b33b-4e6394ad2b01
35,5754cba0-2924-4c8d-8a9d-3d2f948cb357,42588b5b-f3b1-458d-b41a-a54ef6b58ac8
36,8c774dbe-d43d-444a-a68a-84b8ffa36967,04b0c5f3-bd93-4ed1-b212-b73883e163d4
37,afe597ac-8d0a-45af-91c9-fe87fce83a64,2bcc2030-d008-47f8-8d6e-f0c402526910
38,13e09d52-d1c3-42a7-a5dc-f9522d141405,bd0b1568-c6ad-4ced-a051-32e02038d9bc
39,675fc29f-8154-4ac4-9dab-fc454a9a8f24,e18f6503-6299-4c5f-88e1-8eca62502203
40,0d1e6c23-05aa-4dfa-ae1f-96a46e6470ca,7d428d80-9fd7-4e1a-a5d3-e7f5cf492479
41,3c2616c7-fbd2-4b69-909d-93c9b7e597e4,eccf3637-6aed-4965-8289-fee05cbaad09
42,3899fe58-50c0-43a4-bb01-e77d8036455a,6a7e1948-a6c7-4172-9de4-ddc88bc75f84
43,d55409c2-6db2-42dd-9f90-31fa458e6b6a,677ede30-430f-4d02-88ca-2f9aaacaa2f9
44,ea9eff3c-1d37-47a0-ab95-43c91900d364,63870dd1-20bd-4c1a-8904-51e36406e2ce
45,3eed8756-249e-4b77-85c5-ee559a5faf7d,35140aca-e2a5-4c29-a52e-a2f540f5c74c
46,0c15f4e0-a12d-4d4e-9c1d-c0aab6b38af8,f17a1662-06ec-4cef-a7f4-5c30d8671883
47,0e0a94b7-580d-404e-b82f-41516b60c29a,1bac5251-1cc7-4549-9b5f-c14751dec9a8
48,312a762b-3334-4efd-ad2d-2af897cef37e,09f6523a-7c6d-4d7d-8900-1cbc97620bf3
49,7960cf7c-b43a-4909-9419-9fe9d1222249,30707498-8f0a-4eb4-8c43-1f4d1587b562
50,d3d18f8d-08bf-47da-8bdd-f619d0a750c2,b4d908e4-8788-4a04-94f4-e616fd2ef6ab
51,0554dc63-11e3-4cb4-bfe5-f35d098805ad,2a5e4969-89f1-4ba2-abfa-5a210666f5ee
52,555be23c-4456-4f28-9d9e-79e96df47178,f249a288-978f-4235-8d07-01183365e760
53,8bd9346d-7abc-4ac9-92c0-c5a424e8bf4d,e4c30582-6766-49c8-aecb-a2ce4b13982b
54,0b8d3343-4ae3-4fd7-a7e9-b5e93b9188d3,0fbf63ca-ef65-4f0b-bebd-8cdc2ad11cc8
55,7edf399d-e9d2-48ec-b8f5-45f9556325d0,ef1678fd-0230-4bcd-ae5d-e18a68470c7a
56,e4283af3-38fb-4bfc-83f5-cd232df994bc,59b60cb9-2d4b-404c-a9fa-5838da9ac240
57,cc7f3abe-817d-4ac2-9bc8-bf98811c0749,369d6652-4896-48b4-a1b3-b8285653f061
58,f2a143e9-0448-4694-9ba7-66679fd1da71,39a916be-adf8-4e90-a104-298c68a92d08
59,2a2b29cb-0e10-4a37-ba62-69c2349dedd0,bb8a0abf-a054-4b73-8d56-6cd69e365577
60,83c12bc1-db87-4846-9473-35c9051fbe87,6d7471d2-f54b-4f4b-b9d1-d27f63125eb3
61,0f3a6401-ebfd-4b64-8150-3e31cc3ad386,985f9528-2be9-45b9-a58a-6230ae0fb0e1
62,65a5e3e0-52e4-4208-9bb9-69745623a826,5e4638db-b5f3-4872-9c93-c14779ae30eb
63,8fee93d7-95ba-475c-8ce3-c3908552479a,3aeab70d-b448-4e16-a96a-07c991e99e48
64,1c0653d4-a16f-430b-bbdc-f515848b418e,bf3ea179-cc80-4e9d-82c2-028afa828626
65,bf060ec5-c332-4b14-8383-1ad9eef152c9,2f243862-813c-466d-82e0-8bedd85f0c30
66,c15c38e5-7f14-4592-b65b-bf0dc7b0f317,369d6652-4896-48b4-a1b3-b8285653f061
67,868fcbae-000d-4b95-9936-f9333e038928,33f970ba-50e3-4f05-8628-77ba77299d63
68,8edcb239-1010-459c-a3ac-d09ec3adb73a,56fa0d0c-51e8-4462-a47a-708913f5438c
69,a6109beb-5690-4e77-b711-1c8e71b92fd2,3b4e5aa6-3e65-401c-a2f9-03d02dd5fde3
70,8302a721-2d03-4243-9bde-0690d9078c97,0ae2b3c2-cd47-47cc-b09d-88185de3b355
71,2cd12576-5781-465b-8d92-c03d8a5eb8a4,89e01e3c-82d6-4567-8afe-58774303f886
72,a2b9afdf-b1a3-43b3-beaf-3d64fd471902,f2bc501f-e917-42ab-a7b0-c8526a94ae5f
73,93dd8a29-5472-46fe-8fd8-28c4ffb4ea51,01699941-e7b7-4045-8137-bfb4a7fb1dca
74,de989218-3c86-4097-9382-44cb87c5f5c1,085b454a-9750-4e46-a74a-b59ab80c2b52
75,fe28b971-9c3f-4bd8-b451-dfa47f40bd99,132454b5-77a1-4d75-946c-539772a02f40
76,ef60c282-b53a-4d2c-86cb-b3d097b7191c,48ca2b29-7f26-43c4-941b-e2a8fb8596e3
77,4ee9b7d1-0345-4b68-802f-eaa07de00193,b0050a7c-6ca4-4ed1-b274-9f7f8dcd7c9d
78,f211f025-d640-4caa-ab36-40e2b5376ac0,fa1fbf4d-330a-4843-83f9-25d3ca54614f
79,5b822bf2-a82d-42c5-9e9b-542aaeff5cf3,8483766f-8aeb-475d-8855-f68d822beb2c
80,6cbf9e1f-84b6-4131-9ede-e1ca2e7c79ae,7906ecee-e25a-4b88-9cf1-213fcb107a3a
81,f27da6db-3da8-423c-8114-a8aef92c9e69,f2390511-5b32-431a-96ae-f1d767638c0c
82,e579598f-35b6-4d02-8baf-f397fcd864fa,49b3174a-ad53-4bd9-9647-9be2194492d7
83,75760b9a-cc95-4f6d-9bf3-66caf01e5de6,35a3e140-7492-4caa-9822-5effc3859b45
84,f67b4208-03b1-497c-aa7c-2d75aac618a0,07a00653-9d56-4d22-b45a-4a39da9ef7f3
85,a507ecdc-6075-4fbd-8c38-3a2efc4f0000,10e20e03-3b0c-4123-ac3d-f1a469bc9ce3
86,37bf6743-3f94-4db0-aee6-50b42d0a23f4,0df65078-1ecb-4066-a9d9-455783f05373
87,bd04656a-d211-48d4-abe9-435135dbecd4,5d18e64b-21a5-464b-8385-1f033c9a5f9c
88,28703aa1-f2d6-47e9-a46a-3048e5b3dc68,6108d056-8edd-41d2-afc6-7c1ef1e9c9c6
89,0a0a9136-5711-4b7f-9a39-8ae96e634d63,33e55191-3b12-46af-8ad7-05c472678c01
90,f8fa45db-f269-40cc-bb9e-ae305a672877,dcf320cb-a926-479a-bad1-67009eb01253
91,9c5d7d7c-40f3-4e96-91a0-29d18ecc4016,6de1465f-a84f-41fe-8777-b3cd74eb2bc8
92,b0050a7c-6ca4-4ed1-b274-9f7f8dcd7c9d,53219aec-5bf3-43fd-a8b0-d4a9082aa17f
93,dc18e811-0816-4cbd-90da-26c588cc55f2,d81a0530-1b60-443f-a858-294e65ac7648
94,d022fe80-53a4-473d-bbab-cc8b9222142b,56b322e3-749d-4e62-b437-c45fe65264eb
95,01d34f86-25c9-4073-a453-90fe8388d246,c9bb4cf7-e72e-4600-9ebb-be4b2ae6f965
96,4874f3eb-f640-4917-9b20-7ac75096a742,1ddba283-b854-4010-98dd-d71f22160fd7
97,7229cca3-910e-4222-9ffc-2e99c19254b5,a33d89c7-9c8d-4fa5-addd-7d068e814fa9
98,da4f2d59-74e9-4f32-859d-d29aa24db03f,791ef2e6-8360-435f-852b-53276cb46880
99,67f3ef2e-0597-4489-9737-70cd4b556c8b,dcaf4adc-ab38-4ee8-96fd-0803900afe80
100,61283f18-8e44-41bf-9cb9-25484bd7c1a6,6d041457-01c5-49a4-8f0f-23d45fbcf336
101,a05069aa-533d-4057-ab80-ee9b32db2d5a,2516b113-e0d0-43e2-aa26-f12d512ee044
102,7ab7bd2d-bde1-452a-920c-b536c0d24dee,f7e1d048-c82c-4798-b66d-d5cf57c9a047
103,5a324a1e-fe22-4ac5-a689-36e361d742e8,bbbf0605-c7a9-4041-adbb-69d83ba55d0c
104,bc997a75-ff39-423f-9614-f865678f90bb,d5951f08-ac30-4bb3-bb06-82f8a5cf7ba7
105,ee675ed2-706e-49df-81fe-4eb4136bc096,9863377d-7569-4132-9568-37acbd219503
106,e1ce1b44-ab51-49d0-acf4-78afc38d38a5,6802f3d3-8e01-4410-911f-c717d61a8dd3
107,fd3271c1-eb1c-495b-8c45-6b7658dd6227,0c15f4e0-a12d-4d4e-9c1d-c0aab6b38af8
108,5aad92c4-0c78-4e72-9442-1d139e7bb2ef,abcfdbc1-001b-4b0d-8896-30567cabf657
109,4af77081-d4e9-407f-8848-0477a4e058a7,bec9fc99-54a9-491e-80f1-c7c0af950fd3
110,2a3b72f1-47c0-4710-a8d6-976724f3bcd4,57258769-65f5-4cd8-8615-4213dc14f1dc
111,30707498-8f0a-4eb4-8c43-1f4d1587b562,d3282ec8-e4d0-41ff-85d1-ae2f14ed2df6
112,fd3271c1-eb1c-495b-8c45-6b7658dd6227,808e8427-8a1d-439b-9b58-e8c46a28941c
113,84492197-955f-4f6f-8950-538f0e1a208f,ddcb1235-52e7-47a9-bdca-e5f00db7d3af
114,b184f8e1-a763-4def-9719-2f42c8c77e55,704dff9c-e768-4257-81cf-cd7687f206be
115,3f56272f-058a-4713-93c8-a1091e080630,02cc8632-6209-4924-a7d3-c5dd5da2a32d
116,a59d49d8-cbf7-4870-931c-0af898219d63,ef1678fd-0230-4bcd-ae5d-e18a68470c7a
117,0a501243-cc1e-46fc-acf5-babcdcb879b4,d4f72541-1e1a-4555-9d86-c5023c884118
118,342530d2-f4d2-4560-b11f-29c7783426af,6cbf9e1f-84b6-4131-9ede-e1ca2e7c79ae
119,b77e4a8c-32ed-48be-a6a4-350e21e76cc6,f4057e17-9d17-4958-a17a-d8230ac7d7cc
120,0fbf63ca-ef65-4f0b-bebd-8cdc2ad11cc8,a1bacbc0-f5e2-451f-adda-3ac945bdbfff
121,34848cf1-8cd0-4c3a-9d0b-3244cc0eaf25,624ee83e-89fc-4ac7-9297-ad69a3df9abf
122,5a5631d5-fdd6-461c-9f06-72de9fb76062,d0d5f40a-765d-4d1a-a329-4b9b684e6f83
123,3b913f01-52af-455c-8073-d32e09cb3967,1c0653d4-a16f-430b-bbdc-f515848b418e
124,6d368ab2-3eec-4a0d-8336-ba1ec8ea3ab0,0e8929ef-fcf6-4bbc-949b-89f978184e07
125,acd288e6-ca0e-420c-8ae2-cb7f7563cc06,f5ddfa76-df0f-425b-bee6-175ebbf6c1ee
126,5b31ad18-bb50-49ad-838d-5200449787ee,7c1d357e-8907-4af7-8d19-6dca35c6fae4
127,ae4c712b-b64d-47b6-b0a8-e41969720b11,e4ce3f17-f722-4327-b410-681459bb0e83
128,03dc8a2c-4b2d-48ed-a43f-241ff5af3922,296809a5-854a-4cf5-842e-d65931a045fa
129,f1f2f63d-f30d-4dd5-8fb0-68410a04c0f8,f7f3eade-29cd-4050-8c1e-7bd4fcbe1f7f
